,shape_area,objectid,shape_leng,location_id,zone,borough,geometry
3,0.000111871946192,4,0.0435665270921,4,Alphabet City,Manhattan,"MULTIPOLYGON (((-73.97177410965318 40.72582128133706, -73.97179142961485 40.72581422114911, -73.97181650587731 40.72581496675257, -73.97185935830923 40.72558296903031, -73.97187437695213 40.72550311607975, -73.97188490951473 40.72542440506577, -73.97191120732053 40.72529037069992, -73.97193374501082 40.72517629035117, -73.97193975456328 40.72515803861005, -73.97196154778591 40.72503997881088, -73.97200511841213 40.72484148970817, -73.97203666966882 40.7246840700201, -73.97206595867397 40.72455915832874, -73.97207196960339 40.7245363508581, -73.97208098151926 40.72449756793038, -73.97208400057282 40.72446790554567, -73.97209751290906 40.72442341523472, -73.97215609001734 40.7241701782781, -73.97216585996632 40.72413196327314, -73.97221692376191 40.72393005464676, -73.97223344676958 40.7238467799263, -73.97226499868246 40.72371445733361, -73.97232507731592 40.72346349932729, -73.97236115744644 40.72331206047645, -73.97239945748277 40.72314881636663, -73.97251011180381 40.7226968860067, -73.97288971396678 40.72108829721935, -73.97304667282511 40.72043622983333, -73.97312959090407 40.72009119241493, -73.9732107544226 40.7197848577304, -73.97332646360798 40.7193611047339, -73.97347975574512 40.71886142911286, -73.97464720799998 40.7188423499999, -73.97468687499985 40.71884170199993, -73.97474239999998 40.71884079399995, -73.97485919999995 40.71885547999994, -73.97491298899988 40.71886244299986, -73.97497644799995 40.71887065199991, -73.97509520199993 40.71888074599987, -73.97545167499995 40.71894655899996, -73.97551012699985 40.71895861299991, -73.97609249599991 40.71907870199988, -73.97635525199995 40.71913288399984, -73.97648182399995 40.71915962799991, -73.97674495699998 40.71921523399993, -73.97722379199992 40.71930977499993, -73.978031227 40.71963834799988, -73.97875234999982 40.71993370599993, -73.97966021699982 40.72021282999992, -73.98130824199984 40.7207087859999, -73.98216615299982 40.72096885499996, -73.98300308699991 40.72122268099989, -73.98382387299981 40.72147287199987, -73.98377990999991 40.72153595399992, -73.98344363599992 40.72201850699989, -73.98296414399989 40.72267132499997, -73.98252449499985 40.72327797699997, -73.9820824239999 40.72388204399992, -73.98163663899999 40.72449348099987, -73.9812112959998 40.72507279999992, -73.98076713900005 40.72568559499992, -73.98033298199989 40.72628033599989, -73.97990650199998 40.72686577299988, -73.97946913000003 40.72746767699994, -73.97899861999981 40.72810574699989, -73.97853582899992 40.72874608499991, -73.97805542899995 40.72938308599991, -73.97802697999985 40.72943305999998, -73.97739386799988 40.72916504799993, -73.97690436400002 40.72895782399994, -73.97626997099999 40.7286892589999, -73.97615204099999 40.72864520999985, -73.9761329 40.72863827199994, -73.97580243799992 40.72851847999988, -73.97569651100005 40.72847505299993, -73.97329796799995 40.72742800799989, -73.97205015299988 40.72688094599988, -73.97197685099988 40.72683035599993, -73.97191244199995 40.72679100899989, -73.97185671300005 40.7267586849999, -73.97179602099986 40.72671367999989, -73.97162697285862 40.72662845299843, -73.97166972701174 40.7263923271543, -73.97169587451613 40.72624182930235, -73.97171894361502 40.72612199325951, -73.97173843379353 40.72599966755553, -73.97176755410212 40.72583330345456, -73.97177410965318 40.72582128133706)))"
9,0.0000607235737749,24,0.0469999619287,24,Bloomingdale,Manhattan,"MULTIPOLYGON (((-73.95953658899997 40.7987185259999, -73.96004456499999 40.79804123499991, -73.96147779999993 40.79865415599994, -73.96286980099991 40.79923967699995, -73.96571144299992 40.80043806999988, -73.96775900399992 40.80130351599994, -73.96787379699998 40.80135169799993, -73.96798415999996 40.80139826599985, -73.96858360799983 40.80163546999991, -73.97004742199995 40.80226500999991, -73.97021594799989 40.80233585099994, -73.97027400499987 40.80235903599988, -73.97032589799987 40.80238456099995, -73.97150381000002 40.80283773599996, -73.97250022199995 40.80321661299997, -73.97257779799996 40.80324718399991, -73.97265744799989 40.80327651399993, -73.97279907800002 40.80332915899989, -73.97287179090726 40.8033561875739, -73.97255429829633 40.80379863465013, -73.97217237241792 40.80431907695909, -73.97205095521862 40.80453037600999, -73.97195292438531 40.80461970905159, -73.97181849483539 40.80471754320449, -73.97179980150743 40.80478561548601, -73.97171200727101 40.80493169127652, -73.9716204956932 40.80504229439937, -73.97161113391445 40.80509618747434, -73.97144210961531 40.80533442683979, -73.97129083300329 40.80552870753318, -73.97110765876137 40.80579013958965, -73.97098767999995 40.80574290299997, -73.97084148399995 40.80568534399987, -73.97076362299994 40.80565737299987, -73.97069326499995 40.80563026799993, -73.96978722000001 40.80530049699997, -73.96860707399988 40.80487094999989, -73.96855913399985 40.80485358399993, -73.96849506699984 40.80483226999993, -73.96804849299988 40.80468369999991, -73.96680327299997 40.80420756099991, -73.96670106899995 40.80416847599993, -73.96659731599986 40.80412276499995, -73.96386126299988 40.80297203799993, -73.96107793999975 40.80180035799987, -73.95964685399987 40.80115642299993, -73.95848111500001 40.80067047799989, -73.95817297099987 40.80058254099988, -73.95833304999988 40.80036505399989, -73.95861879299989 40.79997702599996, -73.95907669099992 40.79935223299986, -73.95953658899997 40.7987185259999)))"
12,0.0000415116236727,12,0.0366613013579,12,Battery Park,Manhattan,"MULTIPOLYGON (((-74.01565756599994 40.70483308799994, -74.01539758699995 40.70480014899989, -74.01527219799995 40.70483003699998, -74.01516257 40.70480509499988, -74.01496125199992 40.70475979699995, -74.01489542099996 40.70469751799991, -74.01478059499995 40.70467411299992, -74.01466709899989 40.70464721299992, -74.01451712299998 40.70460567499985, -74.014370312 40.70455803799994, -74.01428922899998 40.70454907499989, -74.01427065899998 40.70452022899989, -74.01425861399994 40.70448944299991, -74.01425342599994 40.70445756399993, -74.01425523899994 40.70442547199991, -74.014391769 40.70359878299993, -74.01442983199998 40.70315064799989, -74.014192151 40.70275671099996, -74.01389890399994 40.70227066999996, -74.01379120799997 40.70130547599995, -74.01378191199989 40.70122215499992, -74.01377528899992 40.7011827129999, -74.01376867799992 40.7011432629999, -74.01415893499998 40.7010962899999, -74.01395152778244 40.70099098222994, -74.0140919838548 40.70055161832718, -74.01410490300086 40.70051082838692, -74.01409144949483 40.70050833672693, -74.01412821190817 40.70039328205465, -74.0141372638859 40.7003949552103, -74.01414860637784 40.70032057172371, -74.01417467279443 40.70026089129383, -74.014220631955 40.70011149186831, -74.01430981311289 40.70012129606874, -74.01430981586151 40.70013410151565, -74.01417787931776 40.70054147355369, -74.01416495763299 40.70053905203082, -74.014152387873 40.70057786578352, -74.01428920741124 40.70064414476509, -74.01430157023238 40.70063221177271, -74.0142965168929 40.70062918652371, -74.01431530264765 40.70061103797418, -74.01431796468076 40.70061249730781, -74.01436783583218 40.7005461226675, -74.01444813150715 40.70044737239989, -74.01455999973689 40.70030978677959, -74.01457513332028 40.70031691633123, -74.01458425440417 40.70030846895508, -74.01458234409432 40.70028387552862, -74.01463294333476 40.70019743041239, -74.01467119992019 40.70021040169971, -74.01466717213702 40.70023938090731, -74.01465386124688 40.70024264117512, -74.01460863003733 40.70030970824581, -74.01460825448504 40.70032365711382, -74.01455219325993 40.70038298075156, -74.01449342549978 40.70044516925066, -74.01449246893418 40.70045466900284, -74.01448492126369 40.70046115359205, -74.01447857931363 40.70046208215578, -74.01440947394667 40.70055133141232, -74.01439689988958 40.70056348189321, -74.01439480693733 40.70057047909727, -74.01432384363005 40.70066130412715, -74.01464323234902 40.70081730432509, -74.01472424834412 40.70071429389424, -74.01477142439134 40.70066365190685, -74.01481236514043 40.70061084993609, -74.01485926659423 40.70055544464552, -74.01493032611235 40.70047926986344, -74.01499883053579 40.7004061205765, -74.0150681826931 40.70031825755493, -74.01509832270131 40.70033426552348, -74.01503579735073 40.70042083101055, -74.01502271060043 40.70041953605862, -74.0150085051725 40.70043770992608, -74.01499314575906 40.70043684731989, -74.01496757071692 40.70046541487965, -74.01497495555579 40.70047017772347, -74.01494881182721 40.70049441360121, -74.01494255505821 40.70050610329132, -74.01492322289359 40.70051519147152, -74.0149175465081 40.70052557571269, -74.01492379463954 40.70053033870715, -74.01493687947055 40.70052297938124, -74.01494199155965 40.70052384332575, -74.0148859896547 40.70058011443574, -74.01482004284685 40.70066061978024, -74.01472681782191 40.7007740158496, -74.01470265033873 40.70079911602564, -74.014673656285 40.70083460953097, -74.01481072560155 40.7009038319822, -74.01482834225268 40.70089474286969, -74.01502113661684 40.70099250401341, -74.01514231812089 40.70084289235425, -74.01567778184732 40.70125602102743, -74.01579351711148 40.70134690580758, -74.01591034233417 40.7014609484439, -74.01611609060468 40.70163080162536, -74.01613890635998 40.70164601710269, -74.0162444906067 40.70175272143678, -74.01639205370195 40.70189770100824, -74.01651515260784 40.70201729867141, -74.01653258703746 40.70203653968305, -74.01681859599911 40.70233857508047, -74.01689657041247 40.70242187995947, -74.01700396789508 40.70255453562751, -74.01713705889382 40.70271134026768, -74.01714508062653 40.70270534997616, -74.01725182133946 40.70283555726377, -74.01724571591123 40.70283845773918, -74.01729346221033 40.70288743870684, -74.01731837763397 40.70291887177159, -74.01739839332275 40.7030191408049, -74.01744003546047 40.70307751454187, -74.01749381162765 40.70315484346008, -74.01754038297949 40.70323616042989, -74.01757548561497 40.70330750305602, -74.0175964796706 40.70336138730909, -74.01761681217123 40.70342324846539, -74.01762601904944 40.70342276122707, -74.0176479750685 40.70349459987955, -74.01766045074616 40.70354997909756, -74.01766881307267 40.70359131346763, -74.01767132020255 40.70360642738378, -74.01768310568107 40.70371113122529, -74.01767264581422 40.70371179104597, -74.01767689629425 40.70377050363851, -74.0176742874818 40.70383436757153, -74.01766578442252 40.70389923371854, -74.01765792483437 40.70393266178636, -74.01764306532696 40.70398897346139, -74.01765378898192 40.70399838081256, -74.01765461989744 40.70400968256976, -74.01764390293607 40.70402224590195, -74.01763399890548 40.70402475178324, -74.01762657963023 40.70402350082161, -74.01757035703022 40.70418388099316, -74.01713123899995 40.70428253499989, -74.01684600699993 40.70463488599989, -74.01675906699995 40.70474228299986, -74.01668714699993 40.70474394199987, -74.01668613099999 40.70479933799992, -74.01662761199991 40.70479943099986, -74.01652040399995 40.7047997179999, -74.01637519799986 40.70483848499993, -74.01629888499991 40.70484641499997, -74.01621736899986 40.70485302699991, -74.01587396199992 40.70488211299991, -74.01565582199999 40.70488263399992, -74.01565756599994 40.70483308799994)))"
13,0.000149358592917,13,0.0502813228631,13,Battery Park City,Manhattan,"MULTIPOLYGON (((-74.01244109299991 40.7190576729999, -74.01281566799992 40.71735629799987, -74.01286663199994 40.71717610099995, -74.0130514639999 40.71645477099989, -74.01323384899992 40.71565618799985, -74.0133512149999 40.71523331199993, -74.01347524299993 40.71511071099989, -74.01359239999995 40.71449431599993, -74.01375388499997 40.71369055499988, -74.01404744699995 40.7124378149999, -74.01417753399997 40.71188266599997, -74.0142689369999 40.71146781599992, -74.01445559399995 40.71090715299987, -74.01466507099994 40.71042693799993, -74.01482432799997 40.70982336799991, -74.01487257099997 40.70968487399991, -74.01495415399995 40.70943269199994, -74.01534330799996 40.70849681699987, -74.01559220199994 40.70788324299987, -74.01564377699999 40.70775609899987, -74.01568829399997 40.70766382499988, -74.01571815199996 40.70758531099992, -74.01584985499994 40.70724726799988, -74.01586395999995 40.70720018299993, -74.01588574099995 40.70714217599993, -74.01590498299998 40.70709269499987, -74.01593869399987 40.70700757399988, -74.0160596679999 40.70670512999994, -74.01619519599998 40.70625848499991, -74.01625159599989 40.70607261399989, -74.01640305499988 40.70566620199991, -74.01662217899997 40.70509448299993, -74.01665417299996 40.7049638209999, -74.01668613099999 40.70479933799992, -74.01668714699993 40.70474394199987, -74.01675906699995 40.70474228299986, -74.01684600699993 40.70463488599989, -74.01713123899995 40.70428253499989, -74.01757035703022 40.70418388099316, -74.017794545203 40.70423489810133, -74.01785585682941 40.70407884761558, -74.01775054986874 40.70405488289344, -74.01779139303439 40.70395091258355, -74.01781758697946 40.70393792249663, -74.01783782825967 40.70396266613854, -74.01780821746945 40.70403196447961, -74.01791229326216 40.70405449715098, -74.01794269363918 40.70397317657626, -74.01795473982617 40.70397578560858, -74.01784441106724 40.7042420399379, -74.01844770243774 40.70416216823156, -74.01866830837966 40.70443524062125, -74.01865606299125 40.70444096868459, -74.01751639597092 40.70458084479339, -74.01748086152578 40.70466748769616, -74.01753166144591 40.70467109085019, -74.01754791723492 40.70466387515681, -74.01755808298708 40.70466593603326, -74.01757026976702 40.70466283642921, -74.01757365505411 40.70466799608357, -74.01756688836934 40.7046715987825, -74.01759804780863 40.70468448071335, -74.0176342910399 40.70467891041741, -74.01767567049036 40.70468087536258, -74.01768666268582 40.7046739859631, -74.01771834047513 40.70467988726067, -74.01773321304685 40.70467152000494, -74.01774937712388 40.70467545188851, -74.01776552858085 40.70467249656345, -74.01776682871572 40.70466511126367, -74.01778363303417 40.70467101601078, -74.01779785539696 40.70466707943758, -74.0178062672323 40.70466216121492, -74.01782889269187 40.70466510166719, -74.01783988433819 40.70466116508656, -74.01790194580029 40.70465180844167, -74.01791034926417 40.70465919223342, -74.01794138637455 40.70465573717841, -74.01794397538687 40.70464836172732, -74.01796918021806 40.70464736737478, -74.01797888053436 40.70464097168404, -74.01798922454327 40.70464687791272, -74.01799827820122 40.70464982983341, -74.01800797806544 40.70463851001487, -74.01802414308348 40.70464589090852, -74.01804288218334 40.70462817432251, -74.01805387593451 40.70462964047163, -74.01806504689 40.70463596052323, -74.01811296129115 40.70455372748718, -74.01886287526735 40.70471961588463, -74.01888746649365 40.70472914883739, -74.0189257238241 40.70477376257028, -74.01934155704531 40.70607053820402, -74.01934254624483 40.70609367302971, -74.0192224228398 40.70657308872602, -74.019122759634 40.70697581433742, -74.01910255488421 40.70700043764153, -74.01909155084701 40.7070044731845, -74.01906617140139 40.70701377062142, -74.01903338019694 40.7070131908761, -74.01895359463364 40.70699676946555, -74.01894579167332 40.70701777094138, -74.01893740557156 40.70703420689672, -74.01892660443798 40.70704425778585, -74.01890921570659 40.7070643424512, -74.01888462028889 40.70708580553678, -74.01885943006913 40.70710041568372, -74.01882943775024 40.70711548664006, -74.01879644936784 40.70712781984765, -74.0187610576787 40.70713786652502, -74.01872626987436 40.70714335568639, -74.01868966870465 40.70714244375395, -74.01865548075629 40.70714153912503, -74.01863058372689 40.70713971526929, -74.0185807840372 40.70712374810273, -74.01854718475336 40.70710777026417, -74.0185711739943 40.70707992238871, -74.01860717601117 40.7070954409752, -74.01863417023104 40.7071031988087, -74.01864437101163 40.70710547586052, -74.01864796262215 40.70708173802993, -74.01868695379919 40.70708400923754, -74.01872115249107 40.70708172614977, -74.01875054622958 40.70707989330999, -74.01876194037423 40.70707578586693, -74.01874993323987 40.7070497624895, -74.01877393087639 40.70704428278758, -74.01879432757899 40.70703241167227, -74.01882011914348 40.70701597288301, -74.01883870432944 40.70699496965149, -74.01884829724429 40.7069830904102, -74.01884889814508 40.70697031235022, -74.01881110035015 40.7069662117742, -74.01879851485624 40.70698218837617, -74.01877571598486 40.70699725864645, -74.01874212416382 40.70700776337878, -74.01872292981695 40.70700685750043, -74.0186947319076 40.70701096766989, -74.01867853372192 40.70701873300245, -74.0186479447413 40.70701781957846, -74.01862814488057 40.70701097846493, -74.01861254498962 40.70699728514591, -74.01860474411281 40.70698906417724, -74.01860294181306 40.7069749179781, -74.01859153053353 40.70695939491845, -74.01857952850992 40.70694981480906, -74.01857172609165 40.70693839792395, -74.01856933191749 40.70692059520576, -74.01856452356972 40.70690644010929, -74.01854892759579 40.70690827067913, -74.01853513269664 40.70691832201406, -74.01853033752076 40.70695073241036, -74.01840649088626 40.70725787215848, -74.01821726389763 40.70774220647172, -74.01821699384473 40.70775130976831, -74.01819029259642 40.70782162610999, -74.01865557049648 40.70792394888326, -74.01864689079073 40.70794681354695, -74.0188006306842 40.70798062163735, -74.0188319588392 40.70799916729172, -74.01883395951482 40.70800221914011, -74.01885347760366 40.70802201228401, -74.01885500911972 40.70804753444736, -74.01874689830457 40.70848058025358, -74.01863142468959 40.70894110005421, -74.01846882134515 40.7095895710087, -74.01834136609794 40.71010647694362, -74.01826409180671 40.71040899662683, -74.01814480361767 40.71088865018895, -74.01811057789173 40.71102962821445, -74.01804609687574 40.71134450148706, -74.01797853231488 40.71175631920802, -74.01792224257028 40.71203924270075, -74.01787333422654 40.71231514445642, -74.01777014254499 40.71283457478915, -74.01775292705896 40.71284832755595, -74.01773183836696 40.71284931234666, -74.01772021563546 40.71284473093366, -74.01772148946118 40.71278414511305, -74.01780037888389 40.71234512415861, -74.01662424425285 40.71215731899531, -74.01654463812528 40.71245603793092, -74.01659227582768 40.71254817107679, -74.01661817655314 40.71264976356907, -74.01661840078299 40.71275615002967, -74.01659149520511 40.71286156371978, -74.0165554889345 40.71292909550439, -74.01654112171721 40.71295556481935, -74.01647724204135 40.71302949307395, -74.01639169485804 40.71309999795071, -74.01632006627581 40.71340798247826, -74.01654114686625 40.71344105274233, -74.01691068695474 40.71349632851292, -74.01754443334657 40.71361122266428, -74.01756811041477 40.71352370347795, -74.01757889322138 40.71344274342788, -74.01764810719082 40.71320618595165, -74.01765509447189 40.71316106266698, -74.01767041664046 40.71306920796514, -74.01767270851062 40.71306599627471, -74.01767565436691 40.71306310981559, -74.01767917626104 40.71306062496484, -74.01768318100166 40.71305860747276, -74.0176875626216 40.71305711072315, -74.01769220518092 40.71305617432076, -74.0176969858353 40.7130558230432, -74.01770177808676 40.71305606618535, -74.01770610821879 40.71305681419653, -74.01771024196847 40.71305804785403, -74.01771408584599 40.71305973925727, -74.01771755291756 40.7130618501529, -74.01772056477111 40.7130643328008, -74.01772305328981 40.7130671310526, -74.01772496219284 40.71307018162274, -74.01770687258355 40.71316928296866, -74.01761833310017 40.7136543239355, -74.01753721790737 40.71409754224781, -74.01740871360494 40.71480680040797, -74.01738223187851 40.71494446127923, -74.01726421509528 40.71559268236992, -74.01712122293634 40.7163717935797, -74.01698274294627 40.71713064366816, -74.0168629737726 40.71778695428785, -74.01671018605829 40.71862417605798, -74.0166941909593 40.71864884335439, -74.01665946969602 40.71866602122465, -74.01662996338182 40.71866536845022, -74.01594695204268 40.71857554890627, -74.01594382984199 40.7185892550442, -74.01566883666864 40.71855448926571, -74.01567062060764 40.7185377487362, -74.01555087754495 40.71852193318384, -74.01500060682406 40.71844923605504, -74.01499619731617 40.71847300131666, -74.0149898133956 40.71850734732769, -74.01498333230728 40.71852379143297, -74.01497036258002 40.71853585086421, -74.01494515549334 40.71854353507717, -74.01470270021802 40.71851615488417, -74.01321322719183 40.71831571989581, -74.01306805492322 40.71892219382553, -74.013072377692 40.71893861867007, -74.01303068113208 40.71913145590955, -74.01270167899996 40.71909177499987, -74.01255468899996 40.71906986299999, -74.01244109299991 40.7190576729999)))"
40,0.000143093037737,41,0.052793109453,41,Central Harlem,Manhattan,"MULTIPOLYGON (((-73.94773985499985 40.80959972099989, -73.94506102999992 40.80847449999987, -73.94499360699993 40.80844618399995, -73.94491601899982 40.80841350399989, -73.9417714019999 40.80708899999997, -73.94226311199991 40.80641573799991, -73.94275367199994 40.80574401299986, -73.94430194599991 40.80639082499993, -73.94478208199993 40.80576125599991, -73.94523965199991 40.80513601399989, -73.94569261299991 40.80451494899992, -73.94613131 40.80387735799992, -73.94459751299998 40.80322814499992, -73.94475976499989 40.80300304099995, -73.94505128000003 40.80259859899995, -73.94550863900001 40.80197023099991, -73.9459678969998 40.80134239499993, -73.94646133899998 40.80066530499988, -73.94697366799987 40.79996170299987, -73.94728018299999 40.7995417889999, -73.94732771499984 40.79947667099992, -73.94737599799991 40.79941052399992, -73.94741996199991 40.79935029499992, -73.94771056 40.79895218099991, -73.94775716499986 40.79888833199987, -73.94781663099997 40.79880686299992, -73.94784679099992 40.79876554299994, -73.94805130199998 40.79848535999989, -73.94810108999994 40.7984171479999, -73.94815384299983 40.79834487599987, -73.9482064149998 40.79827285099987, -73.94831125500004 40.79812921799992, -73.94879165299982 40.7974771279999, -73.94909695599983 40.79705785599993, -73.94922045699984 40.7969098589999, -73.94960357199982 40.79705027099993, -73.95237419099993 40.79820977099995, -73.95245200999996 40.79824023099996, -73.95253597599994 40.7982746459999, -73.95516503099992 40.79938223299992, -73.95521824499984 40.79940465799989, -73.95528884999997 40.79943440199994, -73.95536651699993 40.79946642599985, -73.95786499299992 40.8005152719999, -73.95817297099987 40.80058254099988, -73.95848111500001 40.80067047799989, -73.95964685399987 40.80115642299993, -73.95914741099993 40.80184375999991, -73.95868839399998 40.80246979399986, -73.95824878299987 40.80310648599989, -73.958203008 40.8038942709999, -73.95825482599987 40.80471387799992, -73.95818167299996 40.80559679099991, -73.95772176 40.8062909889999, -73.95726581599985 40.80691617099996, -73.95680543899995 40.80754570899995, -73.95634493700001 40.80817335399992, -73.95588417599986 40.80880224899987, -73.95542974899983 40.80942915299993, -73.954966572 40.81006455499988, -73.9535757779999 40.8094766979999, -73.9532765489999 40.80987960399989, -73.95307869999975 40.81009408499988, -73.9525912579999 40.81076533299994, -73.95210125199991 40.81144285399994, -73.95067975599989 40.8108429639999, -73.94792306799984 40.80967692199994, -73.94783875999985 40.8096412609999, -73.94773985499985 40.80959972099989)))"
41,0.0000913594688556,45,0.0459068626235,45,Chinatown,Manhattan,"MULTIPOLYGON (((-73.99750445299988 40.71406913199994, -73.99744448599988 40.71406687299986, -73.99647830999992 40.7141072639999, -73.99484048899991 40.71420935199993, -73.99472479499984 40.71421571299988, -73.99465684999993 40.71421944699988, -73.99450033499993 40.71423116399996, -73.99434786700003 40.71424791599986, -73.99431855699987 40.71425088499997, -73.99414039099992 40.71426893199987, -73.99395033499991 40.71429083199993, -73.99301588399996 40.71435562499989, -73.99282173499992 40.71436522999988, -73.99256242199989 40.71438807699997, -73.99246827699984 40.71385682499988, -73.9924556359999 40.71376288199985, -73.99239157000001 40.71319080999998, -73.99226747499985 40.71246755699993, -73.99225369399991 40.71235432599985, -73.99224319399994 40.71226805499987, -73.99221855999997 40.71206565499991, -73.99220577900002 40.71196063499989, -73.99218322399993 40.71177531099993, -73.99216806999992 40.71171189899994, -73.99215484499997 40.71165655599985, -73.99213550299994 40.71157561499989, -73.99202215999982 40.71110129999989, -73.99200166199995 40.7110155229999, -73.99197674899987 40.71091126599987, -73.99191690599989 40.71059750599989, -73.99177662699996 40.70981903999991, -73.99183817499984 40.70981055199996, -73.9919070979999 40.70980199399987, -73.99204746299989 40.70977574499992, -73.99200595899985 40.70969647899993, -73.99197509100001 40.70964553499988, -73.9919434659999 40.70958905299992, -73.99192047499996 40.70955429399989, -73.99190824271031 40.70953292664336, -73.99203926968342 40.70951691916277, -73.99209131635959 40.70950822240118, -73.99214868970139 40.70949860910412, -73.99236116139895 40.70946436881143, -73.99284846748641 40.70938187763877, -73.99374012862212 40.7092461204354, -73.99400820164024 40.70923747991895, -73.99414063200335 40.7092332673999, -73.9943782354393 40.70919263919896, -73.9945789996373 40.70913097291, -73.99517577369818 40.70903429381026, -73.99580385653569 40.70894601390752, -73.99601898395763 40.70891622384743, -73.99666400996595 40.70882690451765, -73.99728287195568 40.70873161984287, -73.99808351186982 40.70850961536708, -73.99828602320575 40.70842993146763, -73.9985275858529 40.70833152790837, -73.9985611462062 40.70831528323355, -73.99872197955054 40.70823745289616, -73.99875396570859 40.70822365152981, -73.99880846276638 40.70820013499267, -73.99882158420985 40.70817548117486, -73.99888130863874 40.70813663391979, -73.99898340963244 40.70809265331614, -73.99905276738558 40.70803254536376, -73.99913434918955 40.7079823974485, -73.99919451154427 40.70794737667573, -73.99928731099999 40.70801660299993, -73.99936195599989 40.70807228699991, -73.99939955100004 40.70810033799996, -73.99944281399992 40.70813655699987, -73.99956273399984 40.70823648299993, -73.99981193899987 40.70844261499993, -73.9999293639999 40.70853681799986, -74.00000765599991 40.70859961999992, -74.000123591 40.70868451899993, -74.00019103100001 40.70873391299988, -74.00026566699995 40.70879294899988, -74.00055004999997 40.70901791699988, -74.00134439899988 40.70964629299989, -74.00147140299997 40.70974655399989, -74.00155908199999 40.70981710799992, -74.00173688999996 40.70996016999992, -74.00223869799997 40.71036393199989, -74.0025796699999 40.71063789699985, -74.0033244169999 40.71123748299989, -74.00336407499992 40.71126941399996, -74.00366118299998 40.71148728299995, -74.00382358799995 40.71155186199991, -74.00418143899992 40.71168714199992, -74.00442860399994 40.71178622599991, -74.00490674599992 40.71197227899997, -74.00499805099996 40.71201189699988, -74.00510989999995 40.71205559399987, -74.00518548699988 40.71207123299992, -74.00522812799994 40.71207345199987, -74.00538198399992 40.7120767429999, -74.00543986599992 40.71207853299993, -74.00573499299995 40.71197868799989, -74.00589175099989 40.71200715999988, -74.00574044699991 40.71208875699989, -74.00558932999998 40.71217005399991, -74.00543047899994 40.71220369499991, -74.00527561999998 40.71224943999993, -74.00512712599996 40.71230677299997, -74.00498716699994 40.71237485699989, -74.00485768099996 40.7124525409999, -74.00470652299994 40.71257401499987, -74.00429113899996 40.71290782599993, -74.00421405399993 40.7129807429999, -74.00405900799997 40.71313478999988, -74.00360280399998 40.71364542999989, -74.00321983099997 40.7140362369999, -74.00272286199994 40.71438970899991, -74.00245393199999 40.71478981999997, -74.00211455799992 40.71515890999994, -74.00168306199991 40.71574412299987, -74.00081842499998 40.71692970799994, -74.00027443699997 40.71761940199987, -73.999956209 40.71801709499989, -73.99931241699989 40.71755024199989, -73.99858925599978 40.7170995119999, -73.99776285999995 40.71681392799996, -73.99698375299992 40.71654054299989, -73.99605872699998 40.7162316399999, -73.99614929199988 40.71608484099995, -73.99622493199992 40.71599579099993, -73.99653128199989 40.71549139099989, -73.99680607099992 40.71503695599991, -73.99709223399998 40.71461839799991, -73.99750445299988 40.71406913199994)))"
